BS,MSE,TIME
2,5.1427274721814475,126.20607328414917
2,1.688858101194138,116.96573185920715
2,1.4387555502096103,108.46050691604614
2,1.8143900027321187,106.95606064796448
2,1.2407074776371023,83.02625322341919
2,1.9084796775132242,56.61696219444275
2,0.6606466668123904,56.33283758163452
2,1.6700362716825867,59.522637367248535
2,0.673349727118545,67.65141654014587
2,1.3624671832504769,67.68072938919067
4,1.8631383882211157,37.897276878356934
4,1.0947075195986253,37.42639923095703
4,2.047481564964984,37.51767373085022
4,0.7908817344417722,37.80376601219177
4,0.5372173649065691,37.58787488937378
4,0.5655062456996457,37.12024688720703
4,0.7921783783325285,37.012763023376465
4,0.4898257051736058,36.756996631622314
4,0.48661933741923713,36.80066204071045
4,1.03401931342303,36.8455286026001
8,3.2065414576519604,23.03715682029724
8,0.7482199194409462,22.69764995574951
8,0.6517459285663164,22.956329822540283
8,1.09777539348282,23.030113220214844
8,0.47275450436530375,23.034507513046265
8,0.7132828223066303,22.451557397842407
8,0.4001892310448864,22.973984479904175
8,0.5969171173513707,23.054617404937744
8,0.5718214315390738,23.421476125717163
8,0.3821140784453688,24.962286472320557
16,0.9820050246302039,17.33958673477173
16,0.694526826222935,17.765791416168213
16,2.018947941071962,17.430490016937256
16,0.8203634595549127,17.955328941345215
16,0.4885460034696065,18.317858934402466
16,0.5131059356669779,17.591492176055908
16,1.1570147136236382,18.1015944480896
16,0.6819230762872088,17.668606996536255
16,0.33679622158440764,18.3456974029541
16,0.38702377972240065,18.298948049545288
32,2.383872963321708,14.242609977722168
32,1.7480305908102396,14.45648980140686
32,1.1358551924677305,14.447204351425171
32,0.6194509219368265,14.52159070968628
32,0.5881849054148901,14.314534425735474
32,1.4490377693813774,14.360483169555664
32,0.42606375163449267,14.624125957489014
32,0.8539670800885447,14.133722305297852
32,0.798500458862292,14.614702463150024
32,0.668998668078825,14.793412685394287
64,1.9435834023521894,13.019201278686523
64,1.3186921223178083,12.877731323242188
64,1.578177504334305,12.942176818847656
64,0.7873926657675285,12.876076221466064
64,0.673444809507548,12.708841323852539
64,0.5137602186920849,12.686092853546143
64,0.6037885121026134,12.743399381637573
64,0.4712450474511512,12.79066014289856
64,0.92736981656758,12.824742317199707
64,0.475342302328111,12.87920331954956
128,3.9157599459563555,12.310585260391235
128,2.352928575117435,12.767505168914795
128,1.514845323785793,12.648791790008545
128,1.300028054833341,12.766783475875854
128,1.030353714926503,12.880462169647217
128,0.913990700154801,12.551643371582031
128,1.4311816914642534,12.879444122314453
128,2.8793482464081928,12.821181774139404
128,0.9409896222758485,12.82562518119812
128,0.5951415693428702,12.713582515716553
256,6.101133216949628,11.81195855140686
256,3.615555881083962,12.031750202178955
256,2.7600936588824014,12.072490930557251
256,2.19250614840676,11.775661945343018
256,2.0018486361034578,12.032942533493042
256,1.5028191226396244,12.056898832321167
256,1.4093420258756435,11.967569351196289
256,1.194513690266588,12.054281234741211
256,1.1489360040919303,11.843138217926025
256,1.3119329496362873,12.073995351791382
512,9.876235091839987,11.992081642150879
512,5.289258389053072,11.924291610717773
512,3.7561032924388695,11.988301515579224
512,2.9902514356163157,12.012404680252075
512,2.5843930256944905,11.829366207122803
512,2.1864899436870546,12.047574996948242
512,2.0110782768648074,12.030900955200195
512,1.850510430594039,12.359486103057861
512,1.6893852164315641,12.658098459243774
512,1.507660181935261,12.28512191772461
1024,20.708134675314916,18.255028009414673
1024,10.901965166255355,12.899073362350464
1024,7.469195437218601,12.727591753005981
1024,6.008001894198616,12.862263441085815
1024,5.101549156046159,12.549587726593018
1024,4.456068578161165,12.90333867073059
1024,4.013721266660498,12.664071798324585
1024,3.6204795040556172,12.603453874588013
1024,3.349128150070821,12.652511358261108
1024,3.099441290170161,12.44346308708191
2048,54.67019019692612,12.488747119903564
2048,15.319360318716287,12.395680904388428
2048,8.190744720648444,12.543870210647583
2048,6.335577916516287,12.377554178237915
2048,5.5932324073204205,12.508327960968018
2048,5.137163131150492,12.993168592453003
2048,4.682186236515256,13.05681324005127
2048,4.3613738769866846,12.955482482910156
2048,4.078608169989364,13.054062128067017
2048,3.839187851503107,12.970702409744263
