BS,MSE,TIME
2,17180.023471717846,67.97217583656311
2,13283.56507212095,67.73005938529968
2,16925.915208702092,71.3577675819397
2,13087.663501508683,71.9670524597168
2,18289.94693301491,72.92971348762512
2,11733.206565537386,71.22879910469055
2,11707.399785824326,70.80852699279785
2,35509.01420855247,73.2931261062622
2,18932.293552784573,74.75534987449646
2,11218.484764483841,74.9479877948761
4,32424.90158219585,41.3165557384491
4,13206.682670722364,44.662044525146484
4,11815.506327628205,46.430705547332764
4,19091.789479850213,44.97456693649292
4,21202.22007378587,48.01707601547241
4,9987.790243644236,51.587520599365234
4,8196.293805478375,51.66512107849121
4,8858.86903959118,53.620490074157715
4,20584.869599077356,54.316916704177856
4,10364.537905004294,54.197707414627075
8,16472.733865034676,33.80238103866577
8,13790.666398346531,32.634310722351074
8,16919.51314864206,32.041471004486084
8,10373.007905358872,32.48450779914856
8,16857.22200495075,33.16710090637207
8,11129.978797056656,32.856812715530396
8,8478.338698372187,32.99952220916748
8,12818.212663360175,33.1023690700531
8,8555.944383218666,33.355130434036255
8,16714.785106024956,32.9828884601593
16,19514.291837999455,22.25893998146057
16,19131.60652776943,29.99887490272522
16,15341.828088486105,22.478238105773926
16,13048.788259220199,22.22593092918396
16,31604.851245791757,22.28496766090393
16,10097.790717847454,22.499115467071533
16,11059.47063221757,22.13850975036621
16,8786.43235010556,22.28258228302002
16,11318.515603945634,22.148582696914673
16,9040.71731138792,22.129368543624878
32,28774.079986672055,17.845824718475342
32,21592.362299881093,17.72330904006958
32,53348.93502627384,17.756317377090454
32,20556.07184686556,14.327059268951416
32,12403.250927457153,8.791104316711426
32,17654.578227068298,10.436084747314453
32,17156.517416283925,9.256757020950317
32,24931.73084065359,9.269854068756104
32,13470.58343085137,8.741163492202759
32,9245.257559384158,8.866244316101074
64,36950.159431541055,7.777863264083862
64,26780.232336938072,7.70540189743042
64,21112.388962480367,7.670024156570435
64,29400.94450378775,7.55816125869751
64,17537.758757568714,7.3695878982543945
64,22626.337780908358,7.43852972984314
64,15195.915138239283,7.488118886947632
64,26033.598942089473,7.329094409942627
64,22259.56679061269,7.452521085739136
64,19277.69264448082,7.499121427536011
128,40066.448833745184,7.070166110992432
128,28792.77446281962,7.016429424285889
128,24349.347987298475,7.199511289596558
128,21737.533786423563,7.041571855545044
128,22659.00242550913,7.0171144008636475
128,21736.593374348053,6.969974517822266
128,24727.68177657773,7.035114049911499
128,21116.34420019781,7.021721601486206
128,15541.004551819076,7.008915901184082
128,15019.06543706534,7.107465982437134
256,142647.3013274458,6.935750961303711
256,46226.06984179739,6.910447597503662
256,37487.35276819006,6.946078777313232
256,32704.230752716732,6.9512553215026855
256,29200.78875436207,6.917152404785156
256,26669.65568354765,6.975198030471802
256,24540.13420195002,6.856269359588623
256,22428.455867464785,6.877951383590698
256,22073.710565614845,6.876598119735718
256,20312.040903285968,6.858896970748901
512,350749.67293541966,6.869109392166138
512,136913.502451394,6.889415264129639
512,63469.82253770383,6.885632276535034
512,43091.84047381103,6.8476409912109375
512,37203.28597180201,6.822568893432617
512,33630.14147866318,6.886357069015503
512,31960.414017759158,6.816821813583374
512,30395.167752384736,6.953867435455322
512,29498.56832978359,7.014688730239868
512,28419.296178728444,6.978642702102661
1024,675711.3435278647,7.130042552947998
1024,366149.2366280314,7.129085302352905
1024,217221.36707671967,7.158132791519165
1024,122437.32916120095,7.023060321807861
1024,77219.6908190411,7.112834930419922
1024,56848.60104910671,7.060416221618652
1024,47281.024402584524,7.047816038131714
1024,42475.09422117298,7.024380683898926
1024,39624.96439411773,7.061394929885864
1024,37061.07707084803,7.141354322433472
2048,2744425.8181175534,7.048274517059326
2048,600164.462532331,6.993777275085449
2048,495418.026227804,7.099743604660034
2048,391482.7063496002,7.0628883838653564
2048,306920.6401297247,7.144561529159546
2048,236175.75866124514,7.041232347488403
2048,180542.6431879189,6.995856046676636
2048,140243.44680177773,6.923544883728027
2048,112360.75278292921,6.990807294845581
2048,91635.3358931749,7.058264493942261
