MSE,TIME
36934.12228513662,10.113079071044922
18124.800913459127,9.296900272369385
23774.63265163932,9.374148607254028
14442.228444344852,11.653563976287842
15454.81883398077,18.046846628189087
13037.732266588182,17.595587253570557
12356.346463708402,17.87388801574707
15297.328702108935,17.601240158081055
11906.274261198694,18.090532064437866
10839.571251119163,17.906429052352905
