LR,MSE,TIME
0.00025,1.5730377788868446,8.273096084594727
0.00025,0.8168150798428379,7.767196893692017
0.00025,0.6860205779956825,7.9172492027282715
0.00025,0.4028340984705337,7.702360391616821
0.00025,0.6031084853155907,7.749385356903076
0.00025,0.3088233647954914,7.814009189605713
0.00025,0.29369640299110195,8.152722835540771
0.00025,0.21766278307720432,7.850562810897827
0.00025,0.18037591567903466,7.628284692764282
0.00025,0.2488001222815885,7.853342294692993
0.0005,1.044582983115637,7.7794129848480225
0.0005,0.825875241254725,7.712824106216431
0.0005,0.3713129848272972,7.837377071380615
0.0005,0.24776081163721436,7.755137205123901
0.0005,0.20833328932774492,7.861408710479736
0.0005,0.36482209688384853,7.716920614242554
0.0005,0.19188715507944606,7.791676044464111
0.0005,0.23888633540003804,7.812692642211914
0.0005,0.129081477319436,7.811400890350342
0.0005,0.12493034856518954,7.8021275997161865
0.00075,1.04445054623619,7.8172690868377686
0.00075,0.5433974660476137,7.842124938964844
0.00075,0.36907836148880213,7.823193550109863
0.00075,1.0353999811487797,7.753196477890015
0.00075,0.24614927724604896,7.801964998245239
0.00075,0.22712334235268017,7.748603105545044
0.00075,0.17621557958924897,7.9699249267578125
0.00075,0.5679747014481772,7.741287708282471
0.00075,0.2548266358469881,7.768007516860962
0.00075,0.1522804108495441,7.8290605545043945
0.001,0.6116276954858552,7.830857276916504
0.001,2.0280937113057744,7.759873151779175
0.001,0.5122932764251565,7.790121793746948
0.001,0.6670321881205379,7.820221662521362
0.001,0.219480993422789,7.737687826156616
0.001,0.20865126040858195,7.775444030761719
0.001,0.2749204141403815,7.800951719284058
0.001,0.3716412102775582,7.745707750320435
0.001,0.1744955228250933,7.76734471321106
0.001,0.21251030411094854,7.752909421920776
0.0015,0.6829992077479282,7.838064193725586
0.0015,1.0513784650650702,7.736387014389038
0.0015,0.5038414714992694,7.785508394241333
0.0015,0.24072831496779326,7.777187824249268
0.0015,0.18680992323095755,7.724936008453369
0.0015,0.3684420759485046,7.699596166610718
0.0015,0.25758139334849267,7.644479990005493
0.0015,0.5192307873961658,7.916157007217407
0.0015,0.17388278639982246,7.767061710357666
0.0015,0.12021819584069982,7.843154191970825
0.00175,0.7402432348990972,7.70268988609314
0.00175,1.3948228625480377,7.734877109527588
0.00175,0.2877332167178418,7.7237467765808105
0.00175,0.932251509483354,7.9920055866241455
0.00175,0.7286058580245053,7.7328126430511475
0.00175,0.2460152292744552,7.775585412979126
0.00175,0.14913508126373284,7.769054889678955
0.00175,0.19164893459792356,7.745065927505493
0.00175,0.4106696802211577,7.782134056091309
0.00175,0.1433484638313442,7.841575384140015
0.002,0.5786891350685182,7.804933547973633
0.002,0.3224798875725001,7.852189540863037
0.002,0.2973102694061834,7.766441583633423
0.002,0.3110494318540179,7.8253092765808105
0.002,0.19906886521970882,7.824182510375977
0.002,0.1717144963236746,7.836954593658447
0.002,0.8097860164687112,8.056035995483398
0.002,0.2658332523716852,7.781235218048096
0.002,0.36605490155229053,7.731531620025635
0.002,0.1262929161274643,7.846700191497803
