LR,MSE,TIME
0.00025,2.9120143144122603,9.042318344116211
0.00025,1.2991418416503802,8.779966592788696
0.00025,0.9032745239886776,8.53739881515503
0.00025,0.7266402773268478,8.444408178329468
0.00025,0.5626362831972117,8.725351095199585
0.00025,0.5283111712337341,8.50601601600647
0.00025,0.4695195037640995,8.743472576141357
0.00025,0.4357626207121939,8.792839050292969
0.00025,1.2957834372381984,8.547327995300293
0.00025,0.4169035353914034,8.630736589431763
0.0005,2.399432005725276,8.583518981933594
0.0005,0.8517881137192511,8.583765983581543
0.0005,5.385943223602441,8.669178485870361
0.0005,0.5912578287563505,8.68915843963623
0.0005,0.5245504028125055,8.728014469146729
0.0005,1.2339904606619587,8.957139015197754
0.0005,0.39677431459341317,8.471513509750366
0.0005,0.4006020427764117,8.731186389923096
0.0005,0.6265010679765546,8.854856491088867
0.0005,0.5091588704671435,8.500408172607422
0.00075,1.8659651337642194,8.561868667602539
0.00075,1.4441161620910803,8.521021604537964
0.00075,0.8790598241496773,8.5125572681427
0.00075,1.048105767317333,8.603792667388916
0.00075,0.820920482685983,8.478732824325562
0.00075,0.6224730571538195,8.496895551681519
0.00075,0.937265191758945,8.419971466064453
0.00075,1.1005506454499905,8.72297739982605
0.00075,0.38059441124678417,8.636795282363892
0.00075,0.6099981288737574,8.506595849990845
0.001,1.2997469438434783,8.474504232406616
0.001,0.8257323021199776,8.574845552444458
0.001,0.5872419440539612,8.599246978759766
0.001,0.5875375095621043,8.85810375213623
0.001,1.6056527518270338,8.645907640457153
0.001,0.8870010776120922,8.64604139328003
0.001,0.41377140782906535,8.50297212600708
0.001,0.8537322927913498,8.51496934890747
0.001,0.35328974726840534,9.008604288101196
0.001,0.4147488434354411,8.627095222473145
0.0015,1.4693947269165293,8.747665166854858
0.0015,5.406863095045288,8.695885419845581
0.0015,1.1077015187131678,8.536261320114136
0.0015,0.599594255527579,8.707988977432251
0.0015,0.6036235328156123,8.468503475189209
0.0015,0.4340184551681697,8.492096900939941
0.0015,0.4324416446563293,8.73374056816101
0.0015,0.37555869776095785,8.803913593292236
0.0015,0.3938390735081062,8.701590538024902
0.0015,1.6765023587203802,8.395992755889893
0.00175,4.740090219734225,8.95199990272522
0.00175,0.7162210738349866,8.800461053848267
0.00175,0.8565806762617256,9.036110639572144
0.00175,0.5668150155164098,8.908925771713257
0.00175,0.44465701588304507,8.867820501327515
0.00175,0.9388866912129961,9.031757831573486
0.00175,1.5683005586529426,9.030053615570068
0.00175,1.9082285306176636,8.836809396743774
0.00175,0.4629288545582778,8.803362846374512
0.00175,0.529862679802836,8.957497835159302
0.002,2.6735595637966894,8.857651948928833
0.002,3.3437493152832203,8.791846752166748
0.002,0.6671657746741679,8.807339668273926
0.002,0.7435684470776032,8.83650541305542
0.002,0.906287774908141,8.815834045410156
0.002,0.6171952517913422,8.958085060119629
0.002,0.7238292204308236,8.830233812332153
0.002,0.6548339343140164,8.833333730697632
0.002,0.36598141955426106,8.856738805770874
0.002,0.4779601167359666,8.832146644592285
