BS,MSE,TIME
16,0.002031411684416895,11.532867431640625
16,1.0760707056491988e-12,11.06001329421997
16,1.7672736475071816e-89,11.129024267196655
16,7.069094590028726e-89,11.191049337387085
16,3.318547182541263e-88,11.1579008102417
16,4.371529726328738e-53,11.050185680389404
16,3.3978562050312025e-12,11.101977586746216
16,6.014230106752977e-17,11.103936195373535
16,6.426414743223301e-14,11.063755512237549
16,3.2445394235790385e-12,11.01933479309082
32,0.07837595322968127,8.627727031707764
32,0.012787491344232793,8.62282395362854
32,0.0001057796989376242,8.713433027267456
32,3.6875982718031887e-10,8.657590627670288
32,4.96119370285869e-25,8.685323715209961
32,1.3539447164069744e-76,8.660742282867432
32,3.141819817790545e-89,8.732246398925781
32,3.141819817790545e-89,8.708411455154419
32,7.069094590028726e-89,8.678631067276001
32,9.621823191983544e-89,8.680552005767822
64,4.6870488403217116e-08,7.5324625968933105
64,4.3596552659697926e-10,7.546215057373047
64,9.241865713961758e-10,7.540334939956665
64,2.338474059380917e-09,7.521307706832886
64,7.247915354139045e-10,7.527781009674072
64,7.010675845855414e-10,7.506177663803101
64,5.138141249501243e-11,7.51221776008606
64,2.464653250661583e-13,7.51746940612793
64,2.187674706960545e-32,7.5614869594573975
64,1.9895409467790764e-15,7.54481315612793
128,0.5652861439717185,7.219989061355591
128,0.22006806206335128,7.161304235458374
128,0.1569126220565522,7.191600322723389
128,0.12480219458361662,7.174565315246582
128,0.09222692003114563,7.1766180992126465
128,0.062283153004693226,7.168344020843506
128,0.03760729023914089,7.190089702606201
128,0.019736676816287435,7.183641195297241
128,0.00868117548114139,7.161648511886597
128,0.0030545008533373746,7.160017251968384
256,0.0022702937292634357,6.996238470077515
256,0.00017694942042035275,6.964775085449219
256,6.288164267369401e-06,6.958009958267212
256,7.459959915414768e-07,6.963422060012817
256,7.440135860457168e-08,6.963315963745117
256,2.389650843306767e-08,6.949177026748657
256,1.153625987219673e-08,6.952479839324951
256,2.4384720092106685e-09,6.997644662857056
256,6.070219634745561e-10,6.974930286407471
256,5.1830732825968715e-11,6.966192722320557
512,0.33348055539747534,6.966839551925659
512,0.32933245870685823,6.929378509521484
512,0.32387035784290674,6.954409837722778
512,0.31732127564652046,6.947176694869995
512,0.3098210489065565,6.93067193031311
512,0.301472825656365,6.913259983062744
512,0.2923581857746491,6.915076494216919
512,0.28255496035853866,6.917488098144531
512,0.27213546767802654,6.912992000579834
512,0.26117019949802867,6.921593189239502
1024,0.11744891049549101,6.958998918533325
1024,0.11719265071968098,6.944069147109985
1024,0.11519273990008205,6.950621604919434
1024,0.11282969676472376,6.969554901123047
1024,0.11016815485476261,6.964677333831787
1024,0.10725403482269603,6.958399295806885
1024,0.10412489970301754,6.951898097991943
1024,0.10081374120323972,6.957920789718628
1024,0.09734995503568289,6.938470363616943
1024,0.09376071995076529,6.966871738433838
